t,x,y,z,v_x,v_y,v_z,ekt,v_magnitude,theta_f,phi
14.7,3.732008457,0.706735611,32.03546524,-0.348660171,-0.329615295,0.308238506,0.7842811807143253,0.5702816270236999,57.28216386033216,223.39164993711066
7.4,4.998614311,2.502094507,32.944824219,-0.47485438,-0.487540931,0.940927327,3.252016233464292,1.1612609854381988,35.87832127207212,225.75524446221957
13.4,0.288486004,2.400737762,32.978816986,-0.681050658,0.29080528,0.443082839,1.7959164007156383,0.86297167500122,59.106864197090545,156.87775626933967
13.4,2.892032146,1.686921,32.83057785,-0.446243525,0.20152235,0.425388634,1.0145315986369041,0.6486139306940101,49.01643022001862,155.696195533758
22.1,4.925979137,0.326626271,31.661344528,-0.225480959,0.148898318,0.222313762,0.29525780649955696,0.3499082461865988,50.554145620115236,146.56087432358163
8.4,5.475205421,4.043187141,33.368251801,0.656537712,-0.101196796,0.948858559,3.2353478386081216,1.1582811074115027,34.995668534799016,351.23755585436663
7.6,4.13133955,0.0797593,34.535671234,-0.435287744,0.29394266,1.221226215,4.261831040059527,1.3293875189904978,23.27219264650974,145.9694898569096
11.8,4.694013596,5.851627827,32.383495331,-0.218225479,0.147790223,0.576991975,0.9703620210159135,0.6343374881824105,24.550172380176974,145.89271557694565
7.6,0.042190839,3.009190083,35.185272217,0.072271608,-0.26753673,1.078154802,2.9884111563656126,1.1132011787173322,14.415124189024631,285.11689870093375
20.299999,1.503942966,2.169934511,32.294906616,0.442009121,-0.121554673,0.250776738,0.658436442432402,0.5225290172777491,61.31924634480803,344.6234878760294
8.7,3.312223911,5.090538502,34.165557861,-0.354511857,-0.791844189,0.807679236,3.3883028768400565,1.1853445172911545,47.047817710664106,245.88174385251273
10.9,5.412148952,2.73154664,31.864917755,0.596211076,1.109545588,0.390889853,4.194507722968991,1.3188456832297344,72.75922164714373,61.74876880905572
15.8,4.292486668,0.747462094,31.614591599,1.596832633,-0.713146031,0.223819509,7.4963603866586315,1.7631071697301237,82.70684777310115,335.93444390971206
10.6,4.581528187,5.342591763,32.491008759,-0.288962454,0.083195962,0.555419803,0.9619891253066408,0.6315948269890804,28.430822963075354,163.9382180844923
22.200001,4.006107807,0.369462997,31.500675201,0.189406946,1.277068734,0.152606577,4.075653856743527,1.3000262727718492,83.2586597712776,81.56374260463099
7.3,2.122773886,3.903346539,31.76042366,0.376666903,-1.103565097,0.762105942,4.679672781996712,1.3930324281810307,56.832798445392875,288.84570940664736
20.700001,5.281455994,1.816319823,32.665527344,-0.022180412,0.349184841,0.514979303,0.9347718053318993,0.6225959415054445,34.19307476336535,93.63457615177327
13.8,0.904953003,3.670692921,32.323165894,-0.490031153,-0.663993418,0.397213787,2.022784822982171,0.9158583856911032,64.29698139733502,233.57245036222568
8.5,2.871796608,4.525182247,34.666236877,-0.626096249,0.91498524,1.166384339,6.245016506569101,1.609237996287123,43.54734079966317,124.38263577421708
8.3,2.956504107,3.318468094,32.889186859,0.328475714,0.806317806,0.79792279,3.3634251581728916,1.180984960853375,47.495991459207914,67.83512492785837
8.2,5.77111721,2.094134092,35.005535126,-1.13549459,-0.370704174,1.15388906,6.65155880374583,1.6607918326292352,45.99011418363281,198.08027314343147
7.8,0.545683384,1.223479271,34.552963257,-1.022333264,-0.595290661,1.164304495,6.644111316421943,1.6598618107637504,45.456816093358775,210.21165725407906
7.8,4.686976433,0.442590475,33.083404541,-0.239714772,-0.724256516,0.887114286,3.3013449723616133,1.170035225670048,40.69471251892817,251.68646421308162
17.700001,3.258085728,1.880542755,32.942623138,0.268960178,-0.304708004,0.575141847,1.1960588475255427,0.7042547047922556,35.24743583567727,311.4342547412926
20.0,2.900115013,3.053181171,31.73481369,-0.081964843,0.272261202,0.248149246,0.34345628960137514,0.3773889848589489,48.88729210033129,106.75453879729662
7.6,1.104063869,4.41728878,32.710166931,0.105846815,-0.027657829,0.918453515,2.063126812506565,0.9249461405760299,6.792723822374435,345.356009236067
22.799999,4.452190876,4.234498978,34.000499725,0.564895213,-0.183879063,0.854881585,2.6134752520681586,1.0410286431468567,34.79597472752421,341.96941106279695
9.0,1.286524415,5.163334846,34.326278687,0.168208554,0.940088987,0.924429357,4.2602873739240925,1.3291467402814825,45.93245794939257,79.8555124552962
25.9,3.891600132,1.936091065,31.448282242,-0.107994743,0.40696463,0.137484983,0.4731068812511731,0.4429279796278208,71.91664321026914,104.86184149498126
18.200001,3.757542372,1.349933386,32.42811203,0.345860779,0.612014711,0.3947469,1.567512215794515,0.8062299919939163,60.68434509613687,60.52840937213284
15.4,1.904222846,5.107087612,31.94654274,0.17557013,0.583445907,0.298542798,1.110177222625667,0.6784996677824819,63.89584200153929,73.25244540909944
12.4,0.979231536,1.167295337,35.433605194,0.120012023,0.454672605,1.193862081,3.970434908908644,1.2831355079849085,21.498749654274167,75.213860489789
8.1,5.600891113,3.733036518,33.165275574,-0.123199254,-0.148092851,0.863285184,1.8867123799547578,0.8845173020452334,12.579220013261436,230.2427441855884
8.0,4.785366535,3.751494884,33.082420349,-0.234009564,-0.147513255,0.818426311,1.7998282701102297,0.8639110272367367,18.674973272391664,212.2262144669238
7.6,5.747741699,3.765276909,36.348197937,0.786812663,-0.234648436,1.38151741,6.228322629362174,1.607085688228075,30.723655552339125,343.39402182236176
8.0,1.866154313,0.409556806,33.647724152,-0.92356956,0.225582629,0.928414404,4.25833524602867,1.3288421878537047,45.680073036141145,166.27420012031655
7.6,1.796598315,0.434011132,33.524353027,0.094221435,-0.815113366,0.939827919,3.7537039270493318,1.2476233388235327,41.123422368761666,276.5937295395089
11.4,3.302623034,1.075882196,33.12688446,-0.396421134,-0.471279114,0.694204688,2.0767483623713554,0.9279945407251319,41.576546724374545,229.9307957973758
13.0,0.647785425,2.248732567,32.136112213,0.493677348,-1.331758857,0.340307891,5.144059314332669,1.460516496929469,76.5259366557735,290.3395291201608
7.8,3.119804382,3.438214779,32.20154953,0.243671909,-1.34841466,0.760621965,5.923069600465272,1.5672089420939,60.96555133759992,280.2433678858815
16.299999,3.217412472,4.364275455,33.868434906,0.772652328,-0.00590362,0.90433979,3.411972796301321,1.189477586367296,40.51083210801398,359.5622275176552
7.7,1.589437842,4.169741631,31.365894318,0.088030823,-0.154383361,0.506966293,0.69596445373932,0.537213616906604,19.318201079039163,299.69218915983714
8.6,2.202615499,1.66478014,35.222648621,0.2361525,0.417343676,1.223404288,4.163900227807591,1.3140250374518097,21.4031504685689,60.49679604954957
8.1,1.293575406,4.207972527,32.311016083,0.975847363,-0.139899895,0.679015517,3.455513490199107,1.1970430772624026,55.44173497675505,351.84152521975074
8.6,1.109367967,2.159043312,33.551570892,-0.126023129,-0.281297326,0.952186465,2.415557063718445,1.0008341914557561,17.93753988718805,245.86729352353115
17.4,0.655089438,3.482839584,32.667488098,-0.028532596,-0.10644003,0.329378426,0.29091211916325477,0.34732367689971494,18.498353341349272,254.9939352475613
7.4,0.720882952,4.830114841,33.31463623,0.990183771,-1.156296611,0.95716542,7.79805390053198,1.798235633671417,57.84034397017909,310.57478718934817
8.8,1.925436497,2.261556864,32.21276474,0.971265256,0.46567601,0.55819124,3.549263426471977,1.213172619298261,62.60588001755709,25.615526878028163
12.6,0.003968239,4.104575634,32.415718079,1.54517436,-0.10984654,0.401083976,6.174723946624364,1.6001557489680027,75.48383821517777,355.93368043136087
7.7,2.780402184,5.076043606,33.113681793,-0.816627264,0.004309278,0.88859117,3.5123793368149494,1.2068524870865436,42.58382559911208,179.69765747321753
20.700001,4.124401093,1.125328422,31.921989441,-0.188877076,-0.208076105,0.215293214,0.30221652947830696,0.35400760345609894,52.54343264921455,227.7690086317724
7.7,3.113140583,1.815729499,33.837795258,0.204033971,0.501254737,1.097079277,3.6087831923697617,1.2233025434085432,26.257139596754808,67.85139274483191
7.1,4.475264549,1.919506311,31.392702103,-0.468615532,0.534814835,0.544453859,1.934187177697429,0.8955765903303369,52.559539440809885,131.22549578348946
14.2,5.248535156,4.033563137,32.407730103,0.423633605,-0.006926919,0.435126662,0.8894902733634973,0.6073290915767092,44.237066255398396,359.06322856769964
8.4,1.316003561,5.940505981,31.471261978,0.024353186,0.250919342,0.566598177,0.9274440798848147,0.6201508590962258,23.985872693545293,84.45647319522243
6.5,5.299833775,3.637794018,33.551063538,-0.430100083,-0.308597863,1.175249338,4.006591001502166,1.2889645956791103,24.24779811326012,215.6595322379353
12.6,2.068588734,1.296858072,32.627616882,-1.367020965,0.896338701,0.47822994,6.995548774913805,1.7031950156022366,73.6929970817298,146.7476408797886
7.9,3.969818592,4.909205437,32.171123505,-0.345537156,0.049614772,0.636481762,1.270796797091898,0.7259246414992433,28.74274513774098,171.8288996028897
8.4,4.215955257,3.858837128,34.06086731,1.353318453,-0.205082655,1.002640247,6.942359866200043,1.6967077519468057,53.77677016074602,351.3829279157811
8.2,5.893219471,4.181255817,35.58020401,-0.261069655,0.830146194,1.239336133,5.5302557528458935,1.5143494044420192,35.07554164164912,107.45765052871491
7.2,3.440352917,2.705017567,33.033538818,-0.822565317,-0.468741894,1.012130141,4.63192623307263,1.3859076759447932,43.08834316008979,209.67681322721717
7.3,1.736590743,5.567366123,33.290378571,1.138154387,0.605162621,1.121547937,7.0404363576018065,1.708650631782838,48.974568692442055,27.99981157139962
8.4,5.266720295,4.87637949,35.917350769,0.578441024,-0.006929076,1.23856914,4.506419154807971,1.3670023938899019,25.035260902851366,359.3136935200323
8.0,4.994399071,0.263165295,31.642217636,-1.413064837,0.217250451,0.614357233,5.839246998587033,1.5560799470994273,66.74582275994963,171.25954713431543
8.4,1.037705302,4.66326046,32.524673462,0.837776601,0.865222692,0.723011136,4.758495386528784,1.4047152888449854,59.022396615128976,45.92331750064187
8.8,4.237736702,0.598271549,32.168907166,0.435887009,1.095674872,0.571144998,4.139895161427375,1.3102318567671916,64.1566983803011,68.30609369706082
22.0,4.42739296,2.748098373,32.120922089,-0.343565077,-0.337994874,0.42948395,1.004967291886035,0.6455493476814103,48.29465899607262,224.53174769577265
29.4,0.943462193,2.838286638,34.022621155,-0.454380512,-0.398808509,0.778407037,2.3426282669754146,0.9856101621773715,37.83581613346198,221.27333472692197
7.7,5.769235134,1.062654138,31.129871368,-0.249351472,-0.065164179,0.445637614,0.639093148380021,0.5147964741768575,30.042090679121234,194.64582051883687
13.9,2.988346338,5.615956306,31.942829132,1.624349594,0.834789515,0.282429129,8.235746858691305,1.8480128113164145,81.20911874095701,27.19964331486392
12.8,4.992312431,1.877290964,33.386192322,-0.290310025,-0.537454545,0.558396816,1.651765122454913,0.8276136191941234,47.56858811817435,241.62397388694305
9.2,3.14640522,2.112196445,36.68938446,-0.501652241,0.086358681,1.042585731,3.2461579538592766,1.1602145487663849,26.023444258600296,170.23235497352073
8.4,2.679333687,1.388335586,34.166343689,-0.818497598,-0.056328598,0.990630805,3.9897847738440415,1.2862583802251255,39.63131854524613,183.93685975512554
7.5,5.93646574,2.084650755,34.020931244,-0.288465887,-0.55187428,1.113125086,3.923141182614171,1.2754705978464271,29.224056342412496,242.40383349475155
16.200001,3.60750556,2.963525534,31.448026657,-0.669608176,0.541526139,0.224238262,1.9097126297912372,0.8898923905344258,75.40507922665464,141.03680728878493
17.9,4.944221497,0.196274281,32.181285858,-0.170716822,0.33294034,0.273806095,0.5183908366438336,0.4636413279381426,53.80353760808329,117.14670932768877
17.0,2.49821496,3.587394714,31.977384567,2.064277887,0.188954741,0.265439242,10.532137224526213,2.089833744606756,82.70289297501536,5.23002419860461
7.5,4.852285862,3.272325039,34.486534119,0.584959269,0.29930535,1.133816481,4.141326003025146,1.3104582601192838,30.09375243825477,27.097404944923653
7.8,4.439776897,3.088301659,33.460891724,1.496786118,0.278626204,0.980154455,7.906699702895666,1.8107191942013832,57.227363169919805,10.544895019913326
7.9,3.416774988,1.73347497,31.002227783,1.263939261,0.263855815,0.67733252,5.1267764706836925,1.458060934685547,62.31932715497806,11.791536181016227
8.2,5.255954266,0.687110901,31.1967659,0.556910396,-1.105578899,0.493284553,4.282358882490576,1.3325852848187012,68.27383050980859,296.735648234489
8.6,2.672106028,4.497847557,32.820556641,0.983332455,0.328034729,0.851353824,4.33919698695142,1.3413995803360956,50.60405822988566,18.44843770418686
18.799999,1.310334682,2.97629261,31.833658218,-0.458094776,0.11553143,0.259166777,0.7002263138416674,0.5388559672277025,61.252048540411415,165.84519064059646
10.6,1.466620684,5.763820171,32.221786499,0.021736594,-1.555136204,0.426227421,6.271408260567068,1.6126347717082632,74.67434057099535,270.8007877381442
7.5,0.106212728,3.321744442,34.143951416,0.844504297,0.328172207,0.994890332,4.366540007019288,1.3456192915552991,42.32350080351177,21.23599891090305
41.599998,3.799790144,3.321869612,31.190401077,-0.564415872,0.04578637,0.069512814,0.7849384809846655,0.5705205513857462,83.00163417737171,175.3622249967135
10.1,2.654436588,1.391438961,32.955932617,-0.598620117,-0.009953096,0.576352894,1.6654709787426436,0.8310401717241196,46.089653872815724,180.95255377548241
12.6,2.525771618,5.939890862,33.540424347,-0.992754877,0.607470393,0.545893788,3.985255750920583,1.285528121806695,64.87177046200118,148.53738158443298
8.7,4.761209488,0.945853233,31.692239761,0.465158999,0.825540721,0.50127095,2.7712432378702267,1.071990177983821,62.12087576204673,60.60048943601794
7.7,2.489007473,1.228544474,33.706039429,0.140258834,-0.066939086,0.987806618,2.4113277611174366,0.9999576472601992,8.941165271824062,334.48700468725207
70.699997,2.343611717,2.971050024,31.06086731,-0.413468421,0.663067937,0.03112225,1.4748539658165198,0.7820382463068745,87.7192361102915,121.9463742122083
9.9,1.111618042,4.840970039,32.118927002,0.085653342,-0.895324469,0.488955349,2.527333151060063,1.0237283492712375,61.469783414788985,275.46470589127375
7.2,4.948237896,2.130224943,34.380641937,0.620975554,0.135872006,1.28508389,4.956934092581468,1.4337058432668826,26.319290370724346,12.342046168044476
7.7,3.078999758,5.309975624,32.366291046,0.440249026,-0.098515362,0.724656045,1.757164897277719,0.8536104878684316,31.90445700293888,347.38660834511944
7.9,5.900626183,0.852282047,33.907814026,-0.284941107,-1.084339857,0.944911957,5.184415166042084,1.4662342808769462,49.87568839935849,255.276773546733
7.6,0.5192343,5.335196972,35.470035553,0.018094923,-1.14070797,1.247426033,6.891227215393654,1.690447812523656,42.44492683313382,270.908800322503
7.3,3.086656809,2.13684988,33.951782227,0.461226165,1.506343007,1.059966326,8.69436259402764,1.8987699814017356,56.065940948205046,72.97597047517706
7.6,0.518737078,3.87913537,38.159477234,-0.130629256,-0.610029936,1.667387962,7.643068950012261,1.7802761418279445,20.513522250033308,257.913454847699
14.4,5.685564518,5.064151287,32.735534668,0.894029021,-0.54878974,0.363292724,2.972067741127192,1.1101529950555582,70.89831813359393,328.45678110097793
8.0,3.833478451,5.70735693,33.205856323,0.367337435,0.699966133,0.887657404,3.40707284514357,1.1886231721514486,41.68652335864242,62.309818622758996
21.0,4.977818012,0.36151737,31.887611389,0.069543235,0.375525802,0.358309954,0.6613431554075965,0.5236811173199685,46.82617568517501,79.50831354245383
8.6,2.913376808,4.858747959,31.474441528,-0.561791897,0.706125498,0.589966536,2.8028847720243046,1.078092699196338,56.8226952217011,128.5056806164515
19.200001,1.455743074,1.762953997,32.713321686,0.381266057,0.289625466,0.378382891,0.8981035507491053,0.6102625082516231,51.68145598403877,37.2218065233634
20.6,0.40716511,3.25520587,31.768159866,-0.391032308,0.136831895,0.220594972,0.5312397061799707,0.4693520800643997,61.965773394583756,160.71379324124462
9.1,4.353597164,0.851207972,31.631444931,0.471211284,0.145442039,0.526416063,1.254737795511947,0.7213233201982493,43.131031828554086,17.153138632252364
15.8,4.10092783,1.281540871,33.421348572,-0.065043673,-0.630417764,0.583252311,1.788972112086919,0.8613016282644144,47.37668551650536,264.10932229193605
21.1,0.747357368,4.062325001,33.359806061,0.189300343,-0.280854464,0.560159445,1.0333232751606851,0.6545933498221266,31.158800510808252,303.9805921322962
9.3,1.684830546,2.740781069,32.201011658,0.223646417,-0.349684894,0.535365701,1.1066850337939604,0.6774316782790354,37.787624997784334,302.60158120286883
12.4,5.848777771,3.098473549,32.714633942,-0.054942593,0.384902686,0.500604212,0.9688892848402471,0.633855932596453,37.835415403822886,98.12375571495522
12.9,2.668334007,5.890889168,31.856256485,-0.419413745,-0.177699506,0.348364353,0.7930147664079835,0.5734481025940166,52.5917200041707,202.961667212788
8.5,0.113423273,1.332144737,31.958589554,-0.061106358,-0.724478543,0.564167202,2.042296999889761,0.9202650585934119,52.18973576685116,265.1787817647009
11.8,0.645850599,1.947447538,33.771102905,0.435917884,-0.008202999,0.651991308,1.483536778045544,0.7843368896661577,33.771161047806984,358.92194889343983
19.6,5.313292027,0.642771244,31.695653915,-0.154994771,-0.022588277,0.225819245,0.18213804793211869,0.2748234719006752,34.745837124589904,188.29166941690028
15.6,1.495823622,2.64990449,31.92222023,-0.53526926,-0.316261202,0.401041895,1.3199977054825547,0.7398438552401604,57.17582088321631,210.57650788951585
7.9,4.114212036,5.304982662,31.142446518,0.455336392,0.637212455,0.464040816,1.998448218027563,0.9103322589036656,59.35289822973567,54.4513304967669
8.4,0.929405272,1.424890876,37.15209198,0.120024592,0.141949996,1.407923222,4.863586239415262,1.4201420714477928,7.521401467736052,49.784098699334436
12.0,2.044916153,0.286877513,33.363601685,-0.468509465,0.032372903,0.597299218,1.3922147682831092,0.7598127923815479,38.17620382360953,176.0472790315007
7.4,4.989127636,3.874253035,33.041652679,0.613237143,-0.652002633,0.849131942,3.6708154387463274,1.2337715679648427,46.50898552436537,313.245072285667
7.9,2.050661325,4.991009235,31.466697693,0.196096107,-0.10208641,0.646293402,1.1251496546763493,0.6830596458260267,18.88428222135542,332.4987958836192
18.0,1.069884419,4.334464073,31.883125305,0.02153505,-0.100660115,0.231840834,0.15517337894180416,0.2536659012167999,23.941344552687678,282.07572213274995
13.3,3.254888535,2.504063129,32.35175705,-0.442432851,-0.20377022,0.474537373,1.1152246782768602,0.6800403286398371,45.74862151800552,204.72926413288977
35.0,3.140322685,1.523021936,31.511529922,0.085673854,0.153771624,0.171071053,0.1452972807288954,0.2454608457195149,45.818127140514335,60.87563598928625
7.5,1.49757874,0.833016455,31.973236084,-0.08747904,0.142261669,0.692077279,1.222313765320942,0.7119423607385861,13.566737683314916,121.58804208012486
13.8,0.385575294,5.198869228,32.102672577,-0.578923821,0.499622703,0.382569641,1.7631558689207598,0.8550644221865011,63.42197203350598,139.20515762101218
8.1,1.420023918,0.019157067,33.892402649,1.04706037,0.039466664,1.05841589,5.349108975209374,1.4893412074458687,44.71132335691462,2.158617931418803
18.299999,5.563222885,1.881117344,32.468833923,-0.259381294,-0.381077021,0.478025258,1.0635012961039862,0.6640832017882363,43.95977119603831,235.75871371249582
